Symbol;Date; Open ; High ; Low ;Close 
LYD;2019-03-03;639.37;649.07;610.66;677.77
TSLA;2019-03-03;669.33;681.37;623.15;727.55
BELL;2019-02-28;822.32;842.04;789.21;875.15
TSLA;2019-03-01;276.79;321.55;246.44;351.9
TSLA;2019-02-28;334.6;350.71;293.02;392.29
ROG;2019-03-02;383.77;427.08;367.95;442.9
LYD;2019-03-04;117.77;161.87;113.1;166.54
ROG;2019-02-28;105.87;132.87;58.69;180.05
GOOG;2019-02-28;998.65;1026.6;972.46;1052.78
TSLA;2019-03-04;864.94;877.03;823.22;918.75
GOOG;2019-02-28;620.44;644.57;570.98;694.03
MSFT;2019-03-01;243.4;271.97;195.58;319.78
RBC;2019-03-03;185.52;193.25;144.52;234.26
GOOG;2019-03-04;552.32;585.23;541.21;596.34
GOOG;2019-03-04;307.14;339.59;295.55;351.18
RBC;2019-03-01;710.03;711.32;681.63;739.72
GOOG;2019-03-01;619.97;663.35;593.61;689.71
MSFT;2019-02-28;373.59;377.47;341.56;409.49
BELL;2019-03-04;424.57;434.03;385.31;473.29
RBC;2019-03-03;131.33;165.87;99.32;197.87
L.PR.B;2019-03-04;607.66;621.13;573.01;655.78
BELL;2019-02-28;304.56;320.06;262.51;362.11
ROG;2019-03-03;846.51;892.79;832.96;906.34
ROG;2019-03-03;885.53;918.1;845.33;958.3
MSFT;2019-03-01;195.12;236.41;157.46;274.08
TSLA;2019-03-02;532.34;566.38;483.12;615.6
DC.WT;2019-03-04;758.17;767.8;728.41;797.56
ROG;2019-03-04;795.22;825.62;793.71;827.14
RBC;2019-03-03;456.8;471.82;456.78;471.84
RBC;2019-03-02;414.76;453.67;376.12;492.31
LYD;2019-03-03;445.52;488.85;431.46;502.91
MSFT;2019-02-28;134.12;158.63;133.24;159.51
ARG;2019-02-28;307.56;326.54;260.33;373.77
LYD;2019-03-04;695.53;742.93;674.25;764.2
ROG;2019-03-02;982.69;1031.14;954.98;1058.85
BELL;2019-02-28;99.22;142.38;82.82;158.78
LYD;2019-03-01;375.93;391.38;354.14;413.16
DC.WT;2019-03-02;983.37;1028.27;965.58;1046.06
MSFT;2019-03-03;633.99;647.64;598.35;683.29
ARG;2019-03-02;525.8;561.74;475.9;611.63
ROG;2019-02-28;7.05;33.6;-38.16;78.81
L.PR.B;2019-03-02;863.01;906.03;861.95;907.08
RBC;2019-03-01;715.02;761.85;702.08;774.78
GOOG;2019-03-02;845.83;883.39;823.24;905.98
ARG;2019-02-28;96.91;129.61;92.45;134.07
MSFT;2019-03-03;419.4;469.14;391.38;497.17
DC.WT;2019-03-03;614.3;621.37;572.5;663.17
RBC;2019-03-02;10.49;27.67;-16.2;54.36
RBC;2019-03-03;520.93;563.09;518.01;566.01
DC.WT;2019-03-03;247.72;273.01;211.46;309.27
LYD;2019-03-02;15.77;54.18;-20.6;90.55
ARG;2019-02-28;858.56;905.36;829.38;934.54
ROG;2019-03-04;960.96;1004.86;960.24;1005.58
BELL;2019-03-03;25.19;53.75;18.49;60.45
ROG;2019-03-01;76.75;86.01;50.13;112.63
BELL;2019-03-01;315.68;363.49;307.35;371.81
ROG;2019-03-03;26.11;26.22;2.73;49.6
RBC;2019-03-01;278.06;314.51;258.42;334.14
MSFT;2019-03-02;569.87;604.44;553.2;621.12
LYD;2019-03-01;826.33;831.13;801.39;856.06
L.PR.B;2019-03-01;551.44;596.85;541.67;606.62
TSLA;2019-03-04;824.34;837.11;816.06;845.39
TSLA;2019-02-28;463.49;492.15;431.7;523.94
BELL;2019-03-02;503;504.39;484.42;522.97
TSLA;2019-03-02;493.36;532.49;455.11;570.74
MSFT;2019-03-03;77.72;111.12;65.81;123.04
GOOG;2019-03-02;185.88;191.53;142.62;234.8
DC.WT;2019-03-04;614.49;634.39;596.49;652.4
ROG;2019-03-02;443.2;463.78;438.65;468.34
DC.WT;2019-02-28;803.49;830.21;780.44;853.25
RBC;2019-03-02;533.44;539.51;512.29;560.66
MSFT;2019-03-02;248.55;298.17;239.03;307.69
DC.WT;2019-03-02;151.76;193.06;148.17;196.65
L.PR.B;2019-03-04;385.11;422.26;365.67;441.69
ROG;2019-02-28;307.57;345.31;287.82;365.06
L.PR.B;2019-03-04;995.54;1002.7;992.96;1005.28
DC.WT;2019-03-04;712.99;749.6;703.27;759.33
L.PR.B;2019-02-28;33.42;69.51;-4.33;107.26
LYD;2019-03-04;473.61;491.81;447.59;517.83
DC.WT;2019-03-03;767.87;770.43;717.99;820.31
ARG;2019-03-03;346.2;359.81;324.86;381.15
ROG;2019-03-01;316.8;351.49;296;372.29
GOOG;2019-03-01;758.23;798.28;713.76;842.75
L.PR.B;2019-02-28;613.75;629.42;593.69;649.47
DC.WT;2019-02-28;347.77;379.19;321.23;405.73
ROG;2019-03-03;138.14;138.88;103.61;173.4
MSFT;2019-03-03;241.9;266.45;204.65;303.7
DC.WT;2019-03-04;871;898.88;831.26;938.62
MSFT;2019-03-02;528.03;554.43;518.8;563.66
ARG;2019-03-01;46.08;71.66;28.61;89.12
GOOG;2019-03-03;10.41;48.77;-24;83.19
L.PR.B;2019-02-28;380.76;398.84;351.17;428.43
BELL;2019-02-28;136.16;144.53;92.65;188.04
RBC;2019-03-03;884.06;927.28;860.45;950.89
ARG;2019-03-03;802.02;811.03;783.03;830.01
ARG;2019-03-01;804.47;838.38;761.83;881.02
TSLA;2019-03-02;890.55;931.47;858.56;963.45
DC.WT;2019-02-28;659.64;661.27;641.8;679.1
BELL;2019-03-03;321.36;347.27;276.99;391.64
BELL;2019-03-02;675.68;712.32;630.18;757.82
ARG;2019-03-04;446.86;459.99;423.2;483.65
L.PR.B;2019-03-01;875.82;891.92;868.76;898.99
MSFT;2019-03-02;846.89;888.19;810.32;924.76
LYD;2019-03-02;254.11;282.39;205.14;331.36
ROG;2019-02-28;788.61;790.82;763.69;815.75
ROG;2019-03-02;870.07;877.75;860.25;887.56
ROG;2019-03-02;460.02;475.57;410.39;525.2
L.PR.B;2019-03-03;878;908.14;848.51;937.63
L.PR.B;2019-03-01;534.71;552.36;503.88;583.2
GOOG;2019-02-28;602.12;619.03;586.61;634.54
LYD;2019-03-01;513.37;538.38;477.9;573.86
L.PR.B;2019-03-02;71.68;117.15;40.57;148.26
BELL;2019-02-28;702.37;703.33;662.14;743.55
RBC;2019-02-28;842.36;886.9;811.4;917.86
BELL;2019-03-03;435.64;478.34;421.11;492.87
MSFT;2019-03-01;647.72;663.66;621.91;689.47
GOOG;2019-03-01;828.98;873.26;815.18;887.05
RBC;2019-03-01;344.62;383.81;339.94;388.49
ARG;2019-03-04;395.12;400.63;393.47;402.28
RBC;2019-03-01;422.98;436.63;375.98;483.64
ROG;2019-02-28;877.17;905.28;853.69;928.76
BELL;2019-03-03;388.22;401.37;379.08;410.51
L.PR.B;2019-03-04;673.47;683.67;655.35;701.79
GOOG;2019-03-03;647.61;669.46;609.61;707.46
ROG;2019-03-02;969.21;969.94;933.61;1005.54
L.PR.B;2019-03-03;280.91;319.8;273.58;327.13
ROG;2019-03-03;243.45;247.32;211.73;279.04
RBC;2019-03-02;843.62;848.24;815.3;876.57
ARG;2019-03-01;17.57;66.74;-3.23;87.54
L.PR.B;2019-03-01;842.04;850.83;814.51;878.37
ROG;2019-03-01;513.88;543.09;476.94;580.02
TSLA;2019-03-01;831.54;838.24;788.89;880.9
TSLA;2019-03-02;843.19;885.9;797.66;931.43
BELL;2019-02-28;346.78;376.07;319.43;403.42
ROG;2019-03-04;87.62;113.91;56.34;145.19
L.PR.B;2019-03-04;910.77;940.81;885.5;966.09
DC.WT;2019-02-28;117.65;159.16;90.67;186.14
L.PR.B;2019-03-03;78.48;108.8;74.61;112.67
DC.WT;2019-02-28;130.99;178.9;130.53;179.36
MSFT;2019-02-28;607.96;625.6;566.47;667.09
ROG;2019-03-03;496.28;535.71;465.34;566.65
TSLA;2019-02-28;206.01;211.25;175.76;241.5
L.PR.B;2019-03-01;351.91;356.01;325.58;382.35
L.PR.B;2019-03-02;41.11;88.31;-4.33;133.75
RBC;2019-03-04;920.24;953.35;886.73;986.86
TSLA;2019-03-04;705.9;750.05;662.27;793.68
TSLA;2019-03-02;505.23;533.82;502.4;536.64
DC.WT;2019-03-01;268.01;299.7;227.14;340.58
TSLA;2019-03-03;423.02;452.99;415.06;460.96
TSLA;2019-03-04;565.23;593.83;548.38;610.67
RBC;2019-02-28;318.5;342.57;289.72;371.36
L.PR.B;2019-03-01;786.52;814.76;746.19;855.09
RBC;2019-03-01;458.2;503.07;444.21;517.06
GOOG;2019-03-04;346.93;367.96;336.68;378.21
LYD;2019-03-01;731.03;774.06;719.83;785.26
TSLA;2019-02-28;500.46;549.57;458.15;591.89
MSFT;2019-03-01;873.29;897.17;848.04;922.43
RBC;2019-03-01;890.85;927.26;865.79;952.32
LYD;2019-03-02;917.77;930.16;908.54;939.38
GOOG;2019-03-01;279.62;328.08;256.71;351
RBC;2019-03-03;139.41;188.33;89.45;238.29
L.PR.B;2019-03-03;217.82;226.44;182.01;262.24
MSFT;2019-03-01;575.18;578.72;554.51;599.39
DC.WT;2019-03-02;478.29;488.9;477.71;489.48
LYD;2019-03-04;479.44;521.9;478.07;523.27
L.PR.B;2019-03-01;839.88;882.09;802.53;919.43
ARG;2019-02-28;121.76;167.53;84.16;205.13
RBC;2019-03-03;544.15;561.88;522.13;583.9
MSFT;2019-03-03;250.59;256.27;248.7;258.16
ROG;2019-03-04;143.49;174.59;133.07;185.01
ROG;2019-03-01;851.97;875.25;804.12;923.1
DC.WT;2019-03-04;831.4;864.74;809.98;886.16
BELL;2019-03-01;405.69;427.56;396.59;436.66
ARG;2019-02-28;614.48;647.04;574.01;687.51
ROG;2019-03-01;163.19;189.8;128.58;224.41
BELL;2019-03-01;27.05;60.64;-20.79;108.48
TSLA;2019-03-03;970.13;1004.27;941;1033.41
DC.WT;2019-03-02;518.38;526.55;482.76;562.16
LYD;2019-03-01;494.92;504.09;478.42;520.59
ROG;2019-03-04;133.93;176.2;98.75;211.38
L.PR.B;2019-02-28;121.92;168.99;108.25;182.67
ARG;2019-03-04;487.56;527.8;441.73;573.63
ROG;2019-03-03;281.97;323.34;257.78;347.52
ROG;2019-03-03;823.09;845.09;791.56;876.62
TSLA;2019-02-28;939.87;964.9;912.06;992.71
LYD;2019-03-04;926.87;956.77;884.42;999.22
ROG;2019-03-04;580.55;607.04;564.71;622.87
DC.WT;2019-03-01;640.63;679.11;594.85;724.89
BELL;2019-03-02;417.26;426.95;392.49;451.72
GOOG;2019-03-01;829.46;831.37;787.14;873.69
ARG;2019-03-04;785.2;804.15;750.94;838.4
ROG;2019-03-04;456.79;484.68;420.58;520.88
ARG;2019-02-28;68.27;103.12;67.5;103.89
GOOG;2019-03-02;196.42;201.74;185.8;212.36
RBC;2019-03-03;304.54;333.25;297.9;339.89
DC.WT;2019-02-28;736.93;750.5;689.31;798.12
ROG;2019-03-02;64.01;97.75;63.76;98.01
LYD;2019-03-04;191.19;197.68;162.54;226.33
DC.WT;2019-02-28;19.55;63.57;8.99;74.13
L.PR.B;2019-03-01;788.71;822.6;765.42;845.89
ROG;2019-03-03;386.96;393.97;346.53;434.4
L.PR.B;2019-03-03;475.71;495.52;469.6;501.63
TSLA;2019-03-02;597.94;634.96;582.45;650.45
TSLA;2019-03-01;992.62;1028.85;949.71;1071.75
BELL;2019-03-04;653.57;658.44;617.98;694.03
LYD;2019-03-03;150.26;192.13;139.83;202.56
MSFT;2019-02-28;269.03;285.64;248.67;305.99
TSLA;2019-03-02;453.96;465.9;440.08;479.78
GOOG;2019-02-28;401.11;403.69;372.4;432.39
DC.WT;2019-03-02;186.64;221.82;182.84;225.62
LYD;2019-02-28;860.58;886.39;831.5;915.47
RBC;2019-02-28;643.24;677.58;623.49;697.33
MSFT;2019-03-03;802.8;835.87;756.43;882.24
TSLA;2019-03-03;852.43;862.58;825.39;889.62
MSFT;2019-03-04;842.76;846.78;825.17;864.36
BELL;2019-03-01;216.77;254.89;192.87;278.78
GOOG;2019-03-03;38.4;50.6;-0.99;90
TSLA;2019-03-04;394.86;435.07;368.86;461.07
GOOG;2019-03-02;325.33;327.62;300.74;352.2
TSLA;2019-02-28;569.89;582.13;537.27;614.74
BELL;2019-03-01;529.02;554.67;507.85;575.83
MSFT;2019-03-04;35.47;47.15;21.27;61.34
ARG;2019-03-03;329.69;358.28;323.27;364.7
TSLA;2019-02-28;789.16;806.98;766.37;829.78
L.PR.B;2019-03-03;395.06;431.53;349.47;477.12
LYD;2019-02-28;965.57;994.21;925.99;1033.79
RBC;2019-03-02;439.88;441.82;391.23;490.47
RBC;2019-03-02;895.8;898.9;849.59;945.11
LYD;2019-03-04;141.58;188.89;108.4;222.07
DC.WT;2019-02-28;225.1;261.61;205.55;281.16
MSFT;2019-02-28;989.95;1015.61;942.81;1062.74
ARG;2019-02-28;322.49;327.2;306.64;343.05
L.PR.B;2019-03-04;427.8;435.31;398.73;464.38
MSFT;2019-02-28;6.97;9.08;3.06;12.99
BELL;2019-03-04;537.73;546.71;496.37;588.08
MSFT;2019-03-02;343.11;358.35;336.99;364.47
BELL;2019-03-02;646.47;656.78;617.51;685.74
ARG;2019-03-02;805.3;834.09;805.22;834.17
GOOG;2019-03-01;770.36;780.15;764.31;786.2
ROG;2019-03-01;391.1;435.71;358.08;468.74
MSFT;2019-03-03;443.77;454.87;413.91;484.73
MSFT;2019-03-04;920.34;963.03;873.89;1009.49
LYD;2019-03-02;9.3;19.31;-20.45;49.05
GOOG;2019-03-01;698.19;714.5;659.11;753.58
LYD;2019-03-04;434.04;467.88;395.68;506.23
ARG;2019-03-01;970.2;971.26;961.04;980.41
MSFT;2019-03-03;894.86;937.77;851.96;980.67
RBC;2019-03-01;580.68;592.96;533.38;640.26
RBC;2019-02-28;306.53;335.5;263.03;378.99
TSLA;2019-02-28;834.87;850.4;809.55;875.73
GOOG;2019-03-02;571.74;614.65;523.64;662.75
LYD;2019-03-02;395.96;442.22;350.9;487.28
ROG;2019-03-01;302.79;340.08;272.68;370.18
LYD;2019-03-01;310.53;353.48;263.73;400.28
ROG;2019-03-04;156.61;191.39;140.28;207.71
ROG;2019-03-01;424.56;434.49;384.26;474.8
LYD;2019-02-28;869.93;895.8;844.09;921.64
MSFT;2019-03-04;540.92;554.9;525.09;570.73
RBC;2019-03-01;778.6;814.53;759.05;834.08
MSFT;2019-03-04;656.09;699.32;625.52;729.89
GOOG;2019-03-01;251.68;268.68;209.83;310.53
ARG;2019-03-02;497.66;542.25;496.73;543.18
RBC;2019-02-28;54.16;58.4;6.22;106.34
ARG;2019-03-04;72.19;73.41;50.57;95.04
DC.WT;2019-03-01;996.47;1013.39;967.26;1042.6
ROG;2019-03-04;426.24;431.14;422.21;435.17
TSLA;2019-03-02;977.46;984.44;961.51;1000.39
ARG;2019-03-02;736.46;768.83;698.74;806.55
ROG;2019-03-04;581.32;594.76;545.21;630.87
L.PR.B;2019-03-03;197.42;218.61;176.19;239.84
ROG;2019-02-28;861.56;902.9;828.06;936.4
L.PR.B;2019-03-03;704.94;716.28;676.21;745.01
L.PR.B;2019-03-01;514.3;516.8;502.28;528.82
GOOG;2019-03-03;62.85;105.44;61.47;106.82
ARG;2019-02-28;66.65;105.04;30.17;141.52
ROG;2019-03-03;881.68;917.85;847.86;951.67
DC.WT;2019-03-01;649.54;694.21;646.26;697.49
ROG;2019-02-28;296.45;333.01;255.2;374.26
MSFT;2019-03-02;897.86;915.84;855.31;958.39
LYD;2019-03-02;104.75;107.77;69.03;143.49
MSFT;2019-03-02;872.39;881.62;859.84;894.17
GOOG;2019-03-04;751.72;766.7;737.3;781.13
L.PR.B;2019-02-28;62.22;97.6;12.54;147.28
LYD;2019-03-01;806.29;807.29;803.07;810.51
DC.WT;2019-03-04;199.35;206.99;162.48;243.86
MSFT;2019-03-04;523.63;531.27;514.17;540.72
L.PR.B;2019-03-03;85.79;97.74;71.29;112.24
ARG;2019-03-03;644.05;661.91;611.81;694.15
BELL;2019-03-02;969.17;976.49;953.33;992.33
TSLA;2019-03-01;488.07;505.53;481.54;512.05
LYD;2019-03-01;258.57;278.29;209.89;326.96
ROG;2019-03-04;142.58;191.13;104.43;229.28
ROG;2019-03-02;219.01;232.1;210.61;240.49
TSLA;2019-03-01;854.49;859.13;844.3;869.32
LYD;2019-03-03;223.71;254.6;199.69;278.63
L.PR.B;2019-03-03;342.7;352.17;328.49;366.39
RBC;2019-03-01;359.49;404.02;316.18;447.33
L.PR.B;2019-03-04;887.96;902.22;865.68;924.5
MSFT;2019-03-02;223.63;244.15;214.7;253.09
L.PR.B;2019-03-03;906.93;909.32;906.65;909.59
ARG;2019-03-02;583.93;622;537.13;668.8
ARG;2019-03-01;880.25;897.6;839.59;938.26
ROG;2019-03-04;644.01;693.75;625.87;711.9
ARG;2019-03-03;298.86;316.68;279.96;335.58
DC.WT;2019-03-04;358.43;385.21;321.1;422.54
RBC;2019-03-03;216.87;217.38;192.19;242.06
MSFT;2019-03-01;461.26;469.37;434.85;495.78
DC.WT;2019-02-28;671.53;708.88;637.89;742.52
GOOG;2019-03-04;132.8;149.74;111.75;170.79
DC.WT;2019-02-28;819.01;834.89;793.08;860.82
BELL;2019-03-04;408.72;424.76;369.37;464.11
LYD;2019-03-03;461.78;498.83;435.15;525.46
RBC;2019-03-04;512.48;560.36;508.03;564.81
RBC;2019-02-28;545.98;589.8;509.47;626.3
RBC;2019-02-28;631.65;672.54;587.88;716.31
MSFT;2019-03-01;735.43;782.62;720;798.05
LYD;2019-03-02;894.92;910.23;863.02;942.13
RBC;2019-03-03;433.44;483.42;389.79;527.07
BELL;2019-03-01;957.33;970.08;930.46;996.95
LYD;2019-03-02;771.02;778.41;752.76;796.68
MSFT;2019-03-03;303.56;317.85;261.79;359.62
GOOG;2019-03-03;897.23;899.54;852.34;944.43
TSLA;2019-03-03;477.12;480.02;439.47;517.67
GOOG;2019-03-02;152.79;193.59;119.44;226.94
GOOG;2019-03-02;171.45;176.37;167.1;180.72
MSFT;2019-03-04;783.19;784.93;756.46;811.65
ROG;2019-03-02;761.85;766.08;746.4;781.53
ARG;2019-03-02;916.57;926.67;890.86;952.38
RBC;2019-03-04;803.35;820.85;780.64;843.56
ROG;2019-03-02;690.16;699.45;657.21;732.41
DC.WT;2019-03-02;547.15;560.8;533.54;574.41
LYD;2019-03-01;972.5;1018.39;959.05;1031.84
LYD;2019-03-03;462.47;502.75;460.3;504.92
RBC;2019-03-04;632.2;635.66;588.83;679.03
RBC;2019-03-03;227.34;267.09;185.7;308.73
BELL;2019-03-02;123.8;143.62;119.57;147.85
L.PR.B;2019-02-28;755.9;803.59;716.65;842.84
DC.WT;2019-03-04;832.06;851.15;809.86;873.35
L.PR.B;2019-02-28;896.68;914.52;860.08;951.12
ROG;2019-03-04;868.7;883.61;839.99;912.32
L.PR.B;2019-03-01;708.34;749.95;681.56;776.73
L.PR.B;2019-02-28;108.77;140.96;60.11;189.61
BELL;2019-03-02;956.33;961.69;908.38;1009.64
ARG;2019-03-01;85.02;89.64;45.47;129.19
RBC;2019-03-04;596.08;603.06;595.23;603.9
MSFT;2019-02-28;759.75;774.35;728.34;805.76
GOOG;2019-03-02;482.13;498.74;446.35;534.52
DC.WT;2019-03-04;743.94;749.38;741.18;752.14
RBC;2019-03-01;87.12;134.79;83.76;138.15
MSFT;2019-03-03;402.13;448.35;369.63;480.85
BELL;2019-03-04;707.31;716.01;695.89;727.42
RBC;2019-02-28;386.36;431.71;342.4;475.67
BELL;2019-02-28;906.09;948.58;895.24;959.43
GOOG;2019-02-28;170.19;202.35;130.24;242.3
L.PR.B;2019-03-02;288.07;307.58;287.77;307.87
TSLA;2019-03-04;359.43;409.36;338.47;430.32
DC.WT;2019-03-04;780.5;822.91;740.88;862.53
BELL;2019-03-02;32.15;52.37;-16.02;100.54
L.PR.B;2019-03-01;458.45;489.38;438.57;509.27
ARG;2019-03-03;644.12;644.62;638.99;649.75
ARG;2019-03-01;707.06;726.02;692.29;740.79
BELL;2019-03-02;173.89;208.94;158.57;224.25
MSFT;2019-02-28;11.97;54.31;-30.91;97.18
GOOG;2019-03-04;919.23;960.95;894.1;986.08
RBC;2019-03-02;128.06;152.5;104.37;176.18
LYD;2019-03-04;804.27;816.71;764.2;856.77
MSFT;2019-03-03;469.1;471.76;443.94;496.92
TSLA;2019-03-03;884.68;920.2;881.96;922.92
GOOG;2019-03-03;292.15;332.78;264.86;360.07
ARG;2019-03-01;860.16;878.42;841.06;897.52
MSFT;2019-03-01;34.72;44.67;-10.49;89.89
TSLA;2019-03-03;149.29;163.75;102.81;210.23
TSLA;2019-03-04;770.91;792.11;770.09;792.93
DC.WT;2019-03-04;107.2;149.96;92.33;164.82
TSLA;2019-03-02;365.73;404.45;344.21;425.97
GOOG;2019-03-04;285.65;287.29;281.88;291.06
ROG;2019-02-28;272.71;302.59;256.13;319.17
DC.WT;2019-02-28;571.22;618.94;558.94;631.22
GOOG;2019-02-28;759.84;799.61;728.07;831.38
DC.WT;2019-02-28;181.15;210.07;131.25;259.97
DC.WT;2019-02-28;38.56;40.89;-4.23;83.68
GOOG;2019-03-04;621.08;668.7;618.54;671.25
RBC;2019-03-04;986.25;995.34;963.49;1018.09
RBC;2019-03-01;518.55;558.25;476.01;600.78
TSLA;2019-03-02;723;763.11;708.64;777.46
RBC;2019-02-28;771.77;779.79;739.31;812.25
GOOG;2019-02-28;205.02;237.31;199.44;242.89
GOOG;2019-03-01;785.26;808.39;737.82;855.84
MSFT;2019-03-03;108.53;137.29;70.86;174.97
L.PR.B;2019-03-03;43.21;61.57;20.26;84.53
GOOG;2019-02-28;981.26;1011.46;970.45;1022.27
ROG;2019-03-02;54.48;77.22;37.98;93.72
L.PR.B;2019-03-03;846.78;853.02;832.55;867.25
GOOG;2019-03-01;165.55;192.18;163.72;194.02
L.PR.B;2019-03-02;465.14;465.67;452.33;478.49
RBC;2019-03-02;707.79;753.39;678.08;783.1
ARG;2019-03-03;589.42;614.5;589.36;614.55
LYD;2019-03-01;441.29;479.09;436.39;484
RBC;2019-03-02;901.37;928.25;866.92;962.7
DC.WT;2019-03-02;980.55;997.07;944.88;1032.74
TSLA;2019-03-01;499.01;519.39;478.75;539.65
L.PR.B;2019-03-03;207.26;249.44;197.13;259.57
ROG;2019-03-01;437.89;443.23;415.43;465.69
L.PR.B;2019-03-03;840.36;866.08;805.8;900.64
ROG;2019-02-28;98.18;114.38;83.25;129.31
MSFT;2019-03-02;787.88;831.66;765.63;853.91
MSFT;2019-02-28;991.39;1009.55;971.88;1029.05
ARG;2019-03-01;542.7;550.92;519.11;574.5
LYD;2019-03-03;957.96;965.56;925.99;997.53
DC.WT;2019-03-03;250.86;282.19;211.31;321.74
ARG;2019-03-03;744.81;746.52;725.14;766.18
DC.WT;2019-03-02;839.16;887.28;793.37;933.07
LYD;2019-03-01;895.25;896.21;856.63;934.84
DC.WT;2019-03-01;92.04;125.08;52.18;164.94
L.PR.B;2019-02-28;214.58;260.29;185.93;288.93
ROG;2019-03-03;548.73;596.3;545.17;599.87
GOOG;2019-03-02;678.17;704.47;633.49;749.15
TSLA;2019-03-01;340.2;363.14;331.61;371.73
LYD;2019-03-03;534.57;567.92;497.24;605.25
ROG;2019-03-02;516.46;527.36;489.64;554.18
GOOG;2019-03-04;14.6;59.95;-16.84;91.39
L.PR.B;2019-03-01;549.57;581.25;528.53;602.29
BELL;2019-03-01;268.42;290.75;227.22;331.95
DC.WT;2019-02-28;925.88;943.95;890.8;979.03
L.PR.B;2019-03-03;259.82;305.36;252.47;312.71
L.PR.B;2019-03-04;384.31;430.59;346.6;468.29
MSFT;2019-02-28;839.62;875.53;826.87;888.27
ROG;2019-03-04;204.67;225.55;169.2;261.02
RBC;2019-02-28;975.05;1001.83;973.27;1003.61
GOOG;2019-02-28;174.39;210.66;152.26;232.79
DC.WT;2019-03-04;734.4;769.86;685.26;819
ROG;2019-03-02;863.95;867.52;822.88;908.58
TSLA;2019-03-02;915.38;925.12;876.4;964.1
L.PR.B;2019-03-02;821.5;871.05;820.29;872.26
RBC;2019-03-03;322.58;363.3;278.58;407.3
DC.WT;2019-03-04;650.06;697.17;638.83;708.4
DC.WT;2019-02-28;623.68;656.47;604.91;675.24
DC.WT;2019-02-28;24;65.7;11.86;77.84
BELL;2019-03-02;392.79;394.12;349.49;437.43
LYD;2019-03-01;433.62;442.75;420.29;456.08
TSLA;2019-03-03;48.26;91.8;16.69;123.37
ROG;2019-03-02;224.76;238.12;200.4;262.48
MSFT;2019-03-02;951.32;952.83;913.42;990.74
TSLA;2019-02-28;486.25;505.56;449.22;542.59
LYD;2019-03-01;20.89;70.11;17.86;73.13
L.PR.B;2019-03-01;254.3;297.82;219.81;332.31
L.PR.B;2019-03-02;29.48;67.65;22.45;74.68
RBC;2019-03-04;807.89;847.42;802.12;853.2
DC.WT;2019-03-03;764.95;772.36;726.28;811.03
TSLA;2019-03-03;727.58;749.14;684.09;792.63
MSFT;2019-03-03;436.25;485.98;422.42;499.81
DC.WT;2019-02-28;908.21;916.63;899.27;925.57
ROG;2019-02-28;146.8;166.06;145.5;167.36
MSFT;2019-03-04;326.97;340.46;304.66;362.78
BELL;2019-02-28;984.97;995.46;956.16;1024.27
MSFT;2019-03-03;668.98;701.22;644.41;725.8
L.PR.B;2019-03-02;313.12;315.79;289.91;339
TSLA;2019-02-28;461.2;473.88;425.61;509.46
ARG;2019-03-02;423.28;466.27;403.8;485.75
DC.WT;2019-02-28;546.04;571.75;528.58;589.21
TSLA;2019-03-03;282.58;302.42;266.09;318.9
L.PR.B;2019-02-28;894.61;929.98;845.33;979.25
GOOG;2019-03-02;500.35;537.09;453.57;583.88
RBC;2019-03-02;196.49;197.53;151.8;242.21
MSFT;2019-03-03;279.85;296.8;244.56;332.09
RBC;2019-03-02;534.68;579.44;505.58;608.54
RBC;2019-02-28;512.03;526.07;468.64;569.46
GOOG;2019-03-04;603.76;638.39;592.07;650.08
ROG;2019-03-01;720.24;752.87;670.33;802.78
BELL;2019-03-03;173.94;185.36;129.56;229.74
TSLA;2019-03-03;543.86;549.35;526.89;566.32
ARG;2019-03-02;862.4;891.5;860.99;892.92
ROG;2019-03-02;999.02;1009.71;982.5;1026.23
BELL;2019-03-02;957.79;980.92;943.59;995.12
ARG;2019-03-02;364.01;364.03;362.45;365.59
DC.WT;2019-03-03;64.71;109.33;44.9;129.14
GOOG;2019-03-03;9.02;39.44;-18.2;66.65
RBC;2019-03-04;349.6;376.03;332.17;393.47
L.PR.B;2019-02-28;547.68;588.59;505.41;630.85
GOOG;2019-02-28;417.91;418.26;381.54;454.63
RBC;2019-02-28;896.48;943.35;883.9;955.94
GOOG;2019-03-04;257.43;295.2;221.9;330.74
ARG;2019-03-03;212.34;241.9;192.84;261.4
RBC;2019-03-03;306.39;331.23;301.51;336.1
ARG;2019-03-01;487.97;536.32;485.01;539.29
GOOG;2019-03-02;354.61;384.21;328.55;410.27
RBC;2019-03-04;426.76;441.11;425.93;441.94
BELL;2019-02-28;337.4;347.03;291.71;392.72
DC.WT;2019-03-03;110.28;152.12;90.41;171.98
L.PR.B;2019-03-01;442.37;471.46;418.22;495.61
LYD;2019-03-02;638.23;664.44;616.8;685.88
RBC;2019-03-03;284.34;329.84;271.03;343.15
ARG;2019-03-04;329.16;376.66;327.61;378.21
BELL;2019-03-03;761.48;762.26;739.46;784.27
L.PR.B;2019-03-03;875.23;916.03;849.47;941.79
BELL;2019-03-01;152.24;163.47;118.17;197.54
LYD;2019-03-02;75.06;102.18;62.26;114.98
BELL;2019-02-28;650.91;688.58;637.26;702.22
GOOG;2019-03-03;65.01;85.82;53.8;97.02
DC.WT;2019-03-04;310.68;317.98;267.91;360.75
LYD;2019-02-28;336.47;338.44;334.32;340.6
